query,function,identifier,url,score
json to xml conversion,"protected void convertJsonToErrorDefinition(JsonNode objectNode,
                                                Event event) {
        String errorRef = getPropertyValueAsString(PROPERTY_ERRORREF,
                                                   objectNode);
        ErrorEventDefinition eventDefinition = new ErrorEventDefinition();
        eventDefinition.setErrorCode(errorRef);
        event.getEventDefinitions().add(eventDefinition);
    }",BaseBpmnJsonConverter.convertJsonToErrorDefinition,https://github.com/Activiti/Activiti/blob/82e2b2cd2083b2f734ca0efc7815389c0f2517d9/activiti-json-converter/src/main/java/org/activiti/editor/language/json/converter/BaseBpmnJsonConverter.java#L721-L728,1.314966
json to xml conversion,"public static Node parseToNode(String xml) throws IOException, SAXException, IllegalArgumentException {
        Document doc = parse(xml);
        return doc.getDocumentElement();
    }",XmlDocumentReader.parseToNode,https://github.com/ag-gipp/MathMLTools/blob/77c69b6366a5b8720796d1cd9d155ba26c2f1b20/mathml-core/src/main/java/com/formulasearchengine/mathmltools/io/XmlDocumentReader.java#L165-L168,1.3147851
how to randomly pick a number,"public int nextInt(int min, int max) {
		if (min == max) return min;
		return randomDataGenerator.nextInt(min, max);
	}",RandomGenerator.nextInt,https://github.com/Devskiller/jfairy/blob/126d1c8b1545f725afd10f969b9d27005ac520b7/src/main/java/com/devskiller/jfairy/producer/RandomGenerator.java#L31-L34,1.3118504
how to randomly pick a number,"public static BigDecimal randomBigDecimal(BigDecimal limit) {
		return NumberUtil.toBigDecimal(getRandom().nextDouble(limit.doubleValue()));
	}",RandomUtil.randomBigDecimal,https://github.com/looly/hutool/blob/bbd74eda4c7e8a81fe7a991fa6c2276eec062e6a/hutool-core/src/main/java/cn/hutool/core/util/RandomUtil.java#L227-L229,1.3087645
how to randomly pick a number,"@Override
	protected SteeringAcceleration<T> calculateRealSteering (SteeringAcceleration<T> steering) {
		return reachOrientation(steering, target.getOrientation());
	}",ReachOrientation.calculateRealSteering,https://github.com/libgdx/gdx-ai/blob/2d1523a97193a45e18e11a4837c6800d08f177c5/gdx-ai/src/com/badlogic/gdx/ai/steer/behaviors/ReachOrientation.java#L68-L71,1.3082738
how to randomly pick a number,"public static int nextInt(Random random) {
		int n = random.nextInt();
		if (n == Integer.MIN_VALUE) {
			n = 0; // corner case
		} else {
			n = Math.abs(n);
		}

		return n;
	}",RandomUtil.nextInt,https://github.com/vipshop/vjtools/blob/60c743da35913d72f37f2d79afa90ad2bf73cb89/vjkit/src/main/java/com/vip/vjtools/vjkit/number/RandomUtil.java#L62-L71,1.3076704
how to randomly pick a number,"public static BigDecimal randomBigDecimal(BigDecimal min, BigDecimal max) {
		return NumberUtil.toBigDecimal(getRandom().nextDouble(min.doubleValue(), max.doubleValue()));
	}",RandomUtil.randomBigDecimal,https://github.com/looly/hutool/blob/bbd74eda4c7e8a81fe7a991fa6c2276eec062e6a/hutool-core/src/main/java/cn/hutool/core/util/RandomUtil.java#L239-L241,1.3075148
how to randomly pick a number,"public static void foreachRandomInt(int streamSize, int exclusiveBound,
            IntConsumer eachRandomIntConsumer) {
        foreachRandomInt(streamSize, new Random(), exclusiveBound,
                eachRandomIntConsumer);
    }",JMRandom.foreachRandomInt,https://github.com/JM-Lab/utils-java8/blob/9e407b3f28a7990418a1e877229fa8344f4d78a5/src/main/java/kr/jm/utils/helper/JMRandom.java#L194-L198,1.307487
how to randomly pick a number,"@Override
	protected SteeringAcceleration<T> calculateRealSteering (SteeringAcceleration<T> steering) {
		// Initialize member variables used by the callback
		this.distance2ToClosest = Float.POSITIVE_INFINITY;
		this.toObstacle = steering.linear;

		// Find neighbors (the obstacles) using this behavior as callback
		int neighborsCount = proximity.findNeighbors(this);

		// If no suitable obstacles found return no steering otherwise use Arrive on the hiding spot
		return neighborsCount == 0 ? steering.setZero() : arrive(steering, bestHidingSpot);
	}",Hide.calculateRealSteering,https://github.com/libgdx/gdx-ai/blob/2d1523a97193a45e18e11a4837c6800d08f177c5/gdx-ai/src/com/badlogic/gdx/ai/steer/behaviors/Hide.java#L97-L108,1.3072218
how to randomly pick a number,"public static void foreachRandomInt(int streamSize, Random random,
            int exclusiveBound, IntConsumer eachRandomIntConsumer) {
        foreachRandomInt(streamSize, () -> random.nextInt(exclusiveBound),
                eachRandomIntConsumer);
    }",JMRandom.foreachRandomInt,https://github.com/JM-Lab/utils-java8/blob/9e407b3f28a7990418a1e877229fa8344f4d78a5/src/main/java/kr/jm/utils/helper/JMRandom.java#L222-L226,1.3068058
how to randomly pick a number,"public static int nextInt(final IntRange range, final Random random) {
		return range.size() == 1
			? range.getMin()
			: nextInt(range.getMin(), range.getMax(), random);
	}",random.nextInt,https://github.com/jenetics/jenetics/blob/ee516770c65ef529b27deb283f071c85f344eff4/jenetics/src/main/java/io/jenetics/internal/math/random.java#L112-L116,1.3066726
how to randomly pick a number,"public static void foreachRandomInt(int streamSize,
            IntSupplier randomIntSupplier, IntConsumer eachRandomIntConsumer) {
        buildRandomIntStream(streamSize, randomIntSupplier)
                .forEach(eachRandomIntConsumer);
    }",JMRandom.foreachRandomInt,https://github.com/JM-Lab/utils-java8/blob/9e407b3f28a7990418a1e877229fa8344f4d78a5/src/main/java/kr/jm/utils/helper/JMRandom.java#L248-L252,1.3066318
normal distribution,"public void setMax(double newMax) {
		double oldMax = max;
		max = newMax;
		boolean oldMaxESet = maxESet;
		maxESet = true;
		if (eNotificationRequired())
			eNotify(new ENotificationImpl(this, Notification.SET, BpsimPackage.UNIFORM_DISTRIBUTION_TYPE__MAX, oldMax, max, !oldMaxESet));
	}",UniformDistributionTypeImpl.setMax,https://github.com/kiegroup/jbpm/blob/c3473c728aa382ebbea01e380c5e754a96647b82/jbpm-bpmn2-emfextmodel/src/main/java/bpsim/impl/UniformDistributionTypeImpl.java#L136-L143,1.0707638
normal distribution,"public void setBinomialDistribution(BinomialDistributionType newBinomialDistribution) {
		((FeatureMap.Internal)getMixed()).set(BpsimPackage.Literals.DOCUMENT_ROOT__BINOMIAL_DISTRIBUTION, newBinomialDistribution);
	}",DocumentRootImpl.setBinomialDistribution,https://github.com/kiegroup/jbpm/blob/c3473c728aa382ebbea01e380c5e754a96647b82/jbpm-bpmn2-emfextmodel/src/main/java/bpsim/impl/DocumentRootImpl.java#L267-L269,1.0703517
normal distribution,"public EClass getExternalAlgorithm() {
		if (externalAlgorithmEClass == null) {
			externalAlgorithmEClass = (EClass)EPackage.Registry.INSTANCE.getEPackage(AfplibPackage.eNS_URI).getEClassifiers().get(393);
		}
		return externalAlgorithmEClass;
	}",AfplibPackageImpl.getExternalAlgorithm,https://github.com/yan74/afplib/blob/9ff0513f9448bdf8c0b0e31dc4910c094c48fb2f/org.afplib/src/main/java/org/afplib/afplib/impl/AfplibPackageImpl.java#L10924-L10929,1.0701075
normal distribution,"public void unsetMax() {
		double oldMax = max;
		boolean oldMaxESet = maxESet;
		max = MAX_EDEFAULT;
		maxESet = false;
		if (eNotificationRequired())
			eNotify(new ENotificationImpl(this, Notification.UNSET, BpsimPackage.TRUNCATED_NORMAL_DISTRIBUTION_TYPE__MAX, oldMax, MAX_EDEFAULT, oldMaxESet));
	}",TruncatedNormalDistributionTypeImpl.unsetMax,https://github.com/kiegroup/jbpm/blob/c3473c728aa382ebbea01e380c5e754a96647b82/jbpm-bpmn2-emfextmodel/src/main/java/bpsim/impl/TruncatedNormalDistributionTypeImpl.java#L210-L217,1.06956
normal distribution,"public void setMaxDesDp(Integer newMaxDesDp) {
		Integer oldMaxDesDp = maxDesDp;
		maxDesDp = newMaxDesDp;
		if (eNotificationRequired())
			eNotify(new ENotificationImpl(this, Notification.SET, AfplibPackage.FNPRG__MAX_DES_DP, oldMaxDesDp, maxDesDp));
	}",FNPRGImpl.setMaxDesDp,https://github.com/yan74/afplib/blob/9ff0513f9448bdf8c0b0e31dc4910c094c48fb2f/org.afplib/src/main/java/org/afplib/afplib/impl/FNPRGImpl.java#L377-L382,1.0695353
normal distribution,"public void setPoissonDistribution(PoissonDistributionType newPoissonDistribution) {
		((FeatureMap.Internal)getMixed()).set(BpsimPackage.Literals.DOCUMENT_ROOT__POISSON_DISTRIBUTION, newPoissonDistribution);
	}",DocumentRootImpl.setPoissonDistribution,https://github.com/kiegroup/jbpm/blob/c3473c728aa382ebbea01e380c5e754a96647b82/jbpm-bpmn2-emfextmodel/src/main/java/bpsim/impl/DocumentRootImpl.java#L645-L647,1.0694495
normal distribution,"public void setMaxBExt(Integer newMaxBExt) {
		Integer oldMaxBExt = maxBExt;
		maxBExt = newMaxBExt;
		if (eNotificationRequired())
			eNotify(new ENotificationImpl(this, Notification.SET, AfplibPackage.FNORG__MAX_BEXT, oldMaxBExt, maxBExt));
	}",FNORGImpl.setMaxBExt,https://github.com/yan74/afplib/blob/9ff0513f9448bdf8c0b0e31dc4910c094c48fb2f/org.afplib/src/main/java/org/afplib/afplib/impl/FNORGImpl.java#L461-L466,1.0693029
normal distribution,"public void setMaxBOset(Integer newMaxBOset) {
		Integer oldMaxBOset = maxBOset;
		maxBOset = newMaxBOset;
		if (eNotificationRequired())
			eNotify(new ENotificationImpl(this, Notification.SET, AfplibPackage.FNORG__MAX_BOSET, oldMaxBOset, maxBOset));
	}",FNORGImpl.setMaxBOset,https://github.com/yan74/afplib/blob/9ff0513f9448bdf8c0b0e31dc4910c094c48fb2f/org.afplib/src/main/java/org/afplib/afplib/impl/FNORGImpl.java#L398-L403,1.0687504
normal distribution,"public void setUniformDistribution(UniformDistributionType newUniformDistribution) {
		((FeatureMap.Internal)getMixed()).set(BpsimPackage.Literals.DOCUMENT_ROOT__UNIFORM_DISTRIBUTION, newUniformDistribution);
	}",DocumentRootImpl.setUniformDistribution,https://github.com/kiegroup/jbpm/blob/c3473c728aa382ebbea01e380c5e754a96647b82/jbpm-bpmn2-emfextmodel/src/main/java/bpsim/impl/DocumentRootImpl.java#L753-L755,1.0687217
normal distribution,"public void setGammaDistribution(GammaDistributionType newGammaDistribution) {
		((FeatureMap.Internal)getMixed()).set(BpsimPackage.Literals.DOCUMENT_ROOT__GAMMA_DISTRIBUTION, newGammaDistribution);
	}",DocumentRootImpl.setGammaDistribution,https://github.com/kiegroup/jbpm/blob/c3473c728aa382ebbea01e380c5e754a96647b82/jbpm-bpmn2-emfextmodel/src/main/java/bpsim/impl/DocumentRootImpl.java#L510-L512,1.0686946
nelder mead optimize,"private void gobbleWhiteSpace() throws IOException {
      while (bufferPeek() != -1 && Character.isWhitespace(bufferPeek()) && !CharMatcher.BREAKING_WHITESPACE.matches(
         (char) bufferPeek())) {
         read();
      }
   }",CSVReader.gobbleWhiteSpace,https://github.com/dbracewell/mango/blob/2cec08826f1fccd658694dd03abce10fc97618ec/src/main/java/com/davidbracewell/io/CSVReader.java#L172-L177,1.0838126
nelder mead optimize,"@AfterParse
    public void afterParse(Page page, CrawlDatums next){
        int depth = page.metaAsInt(""depth"");
        next.meta(""depth"", depth + 1).meta(""referer"", page.url());
    }",DemoAnnotatedBingCrawler.afterParse,https://github.com/CrawlScript/WebCollector/blob/4ca71ec0e69d354feaf64319d76e64663159902d/src/main/java/cn/edu/hfut/dmic/webcollector/example/DemoAnnotatedBingCrawler.java#L137-L141,1.0837775
nelder mead optimize,"protected void parseData() {
        Lock lock = lockForRead();
        try {
            dataJson = SerializationUtils.readJson(getData());
        } catch (Exception e) {
            dataJson = null;
        } finally {
            lock.unlock();
        }
    }",BaseDataJsonFieldBo.parseData,https://github.com/DDTH/ddth-dao/blob/8d059ddf641a1629aa53851f9d1b41abf175a180/ddth-dao-core/src/main/java/com/github/ddth/dao/BaseDataJsonFieldBo.java#L231-L240,1.0835739
nelder mead optimize,"static void validate(final String version) throws XCodeException
  {

    if (!version.matches(REGEX))
      throw new XCodeInvalidVersionException(""Version '"" + version + ""' does not match regular expression '"" + REGEX
            + ""'."");
  }",CFBundleVersionValidator.validate,https://github.com/sap-production/xcode-maven-plugin/blob/3f8aa380f501a1d7602f33fef2f6348354e7eb7c/modules/xcode-maven-plugin/src/main/java/com/sap/prd/mobile/ios/mios/CFBundleVersionValidator.java#L32-L38,1.0825647
nelder mead optimize,"@Override
	public void acceptWhitespace(AbstractRule rule, String token, ILeafNode node) {
		buf.append(token);
	}",StringBufferSequenceAcceptor.acceptWhitespace,https://github.com/eclipse/xtext-core/blob/bac941cb75cb24706519845ec174cfef874d7557/org.eclipse.xtext/src/org/eclipse/xtext/serializer/acceptor/StringBufferSequenceAcceptor.java#L96-L99,1.0823172
nelder mead optimize,"private void skipWhitespace(Input input) {
    while (input.peek() != Input.EOF && Character.isWhitespace(input.peek())) {
      input.read();
    }
  }",JsonInput.skipWhitespace,https://github.com/SeleniumHQ/selenium/blob/7af172729f17b20269c8ca4ea6f788db48616535/java/client/src/org/openqa/selenium/json/JsonInput.java#L408-L412,1.0822657
nelder mead optimize,"@Override
	public void acceptWhitespace(AbstractRule rule, String token, ILeafNode node) {
		writeHidden(rule, token);
	}",TokenStreamSequenceAdapter.acceptWhitespace,https://github.com/eclipse/xtext-core/blob/bac941cb75cb24706519845ec174cfef874d7557/org.eclipse.xtext/src/org/eclipse/xtext/serializer/acceptor/TokenStreamSequenceAdapter.java#L114-L117,1.0822483
nelder mead optimize,"protected void consumeWhiteSpace () {
        // consume white space (space, carriage return, tab, etc.
        while (check ()) {
            switch (input.charAt (index)) {
                // tab, space, nbsp
                case '\t': case ' ': case '\u00a0':
                    ++index;
                    break;
                // carriage return - the file reader converts all returns to \n
                case '\n':
                    ++index;
                    ++lineNumber;
                    lastLineIndex = index;
                    break;
                default:
                    return;
            }
        }
    }",FormatReaderParsed.consumeWhiteSpace,https://github.com/brettonw/Bag/blob/25c0ff74893b6c9a2c61bf0f97189ab82e0b2f56/src/main/java/com/brettonw/bag/formats/FormatReaderParsed.java#L35-L53,1.0822418
nelder mead optimize,"private void skipWhitespace() throws SAXException, IOException {
        // OK, do it the slow way.
        char c = readCh();
        while (isWhitespace(c)) {
            c = readCh();
        }
        unread(c);
    }",XmlParser.skipWhitespace,https://github.com/validator/validator/blob/c7b7f85b3a364df7d9944753fb5b2cd0ce642889/src/nu/validator/gnu/xml/aelfred2/XmlParser.java#L2624-L2631,1.0822381
nelder mead optimize,"private void compareCharacterData(CharacterData control, CharacterData test,
                                      DifferenceListener listener, Difference difference)
        throws DifferenceFoundException {
        compare(control.getData(), test.getData(), control, test, listener,
                difference);
    }",DifferenceEngine.compareCharacterData,https://github.com/xmlunit/xmlunit/blob/fe3d701d43f57ee83dcba336e4c1555619d3084b/xmlunit-legacy/src/main/java/org/custommonkey/xmlunit/DifferenceEngine.java#L828-L833,1.0822293
hash set for counting distinct elements,"public HashList<Object> getItems(){
		HashList<Object> set = new HashList<Object>();
		for(Iterator<Clause> iter=iterator(); iter.hasNext();)
			set.addAll(iter.next().getItems());
		return set;
	}",ClauseSet.getItems,https://github.com/GerdHolz/TOVAL/blob/036922cdfd710fa53b18e5dbe1e07f226f731fde/src/de/invation/code/toval/math/logic/ClauseSet.java#L23-L28,1.39966
hash set for counting distinct elements,"@SuppressWarnings({ ""rawtypes"", ""unchecked"" })
    @CheckReturnValue
    @BackpressureSupport(BackpressureKind.FULL)
    @SchedulerSupport(SchedulerSupport.NONE)
    public final Flowable<T> distinct() {
        return distinct((Function)Functions.identity(), Functions.<T>createHashSet());
    }",Flowable.distinct,https://github.com/ReactiveX/RxJava/blob/ac84182aa2bd866b53e01c8e3fe99683b882c60e/src/main/java/io/reactivex/Flowable.java#L8762-L8768,1.399179
hash set for counting distinct elements,"@Override
    public Slice<DistributionSetTag> findAll(final Pageable pageable) {
        return convertDsPage(criteriaNoCountDao.findAll(pageable, JpaDistributionSetTag.class), pageable);
    }",JpaDistributionSetTagManagement.findAll,https://github.com/eclipse/hawkbit/blob/9884452ad42f3b4827461606d8a9215c8625a7fe/hawkbit-repository/hawkbit-repository-jpa/src/main/java/org/eclipse/hawkbit/repository/jpa/JpaDistributionSetTagManagement.java#L130-L133,1.3919448
hash set for counting distinct elements,"public void setBlockHash(String txHash, String blockHash) {
        Query query = new Query(Criteria.where(""hash"").is(txHash));
        Update update = new Update().set(""blockHash"", blockHash);
        this.mongoOps.findAndModify(query, update, PersistedTransaction.class, TRANSACTION_COLLECTION);
    }",TransactionDAOImpl.setBlockHash,https://github.com/bushidowallet/bushido-java-service/blob/e1a0157527e57459b509718044d2df44084876a2/bushido-wallet-service/src/main/java/com/bitcoin/blockchain/api/persistence/TransactionDAOImpl.java#L43-L47,1.3894237
hash set for counting distinct elements,"public ByteHashSet select(final BytePredicate predicate)
    {
        final ByteHashSet result = new ByteHashSet();

        this.forEach(new ByteProcedure()
        {
            public void value(byte value)
            {
                if (predicate.accept(value))
                {
                    result.add(value);
                }
            }
        });

        return result;
    }",ByteHashSet.select,https://github.com/goldmansachs/gs-collections/blob/fa8bf3e103689efa18bca2ab70203e71cde34b52/collections/src/main/java/com/gs/collections/impl/set/mutable/primitive/ByteHashSet.java#L600-L616,1.3891599
hash set for counting distinct elements,"@Override
  public byte next() throws NoSuchElementException {

    if (this.currentArray == null) {
      throw new NoSuchElementException();
    }
    byte result = this.currentArray[this.currentArrayIndex++];
    this.streamPosition++;
    if (this.currentArrayIndex > this.currentArrayMax) {
      nextArray();
    }
    return result;
  }",DetectorStreamBufferImpl.next,https://github.com/m-m-m/util/blob/f0e4e084448f8dfc83ca682a9e1618034a094ce6/io/src/main/java/net/sf/mmm/util/io/impl/DetectorStreamBufferImpl.java#L245-L257,1.3871487
hash set for counting distinct elements,"public void setUidHash(String uidHash) {

		Preconditions.checkNotNull(uidHash);
		Preconditions.checkArgument(uidHash.matches(""^[0-9A-Fa-f]{32}$""),
				""Node hash must be a 32 character String that describes a hex code. Found: "" + uidHash);

		this.userProvidedNodeHash = uidHash;
	}",StreamTransformation.setUidHash,https://github.com/apache/flink/blob/b62db93bf63cb3bb34dd03d611a779d9e3fc61ac/flink-streaming-java/src/main/java/org/apache/flink/streaming/api/transformations/StreamTransformation.java#L286-L293,1.3869452
hash set for counting distinct elements,"protected void setQueueSearchAlgorithm(QueueSearchAlgorithm<O, T> algorithm)
    {
        algorithm.setPeekAtHead(true);
        algorithm.setReverseEnqueueOrder(true);
        super.setQueueSearchAlgorithm(algorithm);
    }",PostFixSearch.setQueueSearchAlgorithm,https://github.com/rupertlssmith/lojix/blob/ad494dc8bce2345567de7689d42291d4b30fbd51/lojix/search/src/main/com/thesett/aima/search/util/uninformed/PostFixSearch.java#L53-L58,1.386792
hash set for counting distinct elements,"@Override
  public Set<SourceFolderDescriptor> getSourceFolders() {
    return Collections.<SourceFolderDescriptor>unmodifiableSet(CollectionLiterals.<SourceFolderDescriptor>newHashSet());
  }",SdkFeatureProject.getSourceFolders,https://github.com/eclipse/xtext-core/blob/bac941cb75cb24706519845ec174cfef874d7557/org.eclipse.xtext.xtext.wizard/xtend-gen/org/eclipse/xtext/xtext/wizard/SdkFeatureProject.java#L79-L82,1.3867754
hash set for counting distinct elements,"@Override
    public Slice<DistributionSet> findAll(final Pageable pageable) {
        return convertDsPage(criteriaNoCountDao.findAll(DistributionSetSpecification.isDeleted(false), pageable,
                JpaDistributionSet.class), pageable);
    }",JpaDistributionSetManagement.findAll,https://github.com/eclipse/hawkbit/blob/9884452ad42f3b4827461606d8a9215c8625a7fe/hawkbit-repository/hawkbit-repository-jpa/src/main/java/org/eclipse/hawkbit/repository/jpa/JpaDistributionSetManagement.java#L801-L805,1.3865137
how to get database table name,"public Table getTableFromId(String projectId, String datasetName, String tableName) {
    // [START bigquery_get_table]
    TableId tableId = TableId.of(projectId, datasetName, tableName);
    Table table = bigquery.getTable(tableId);
    // [END bigquery_get_table]
    return table;
  }",BigQuerySnippets.getTableFromId,https://github.com/googleapis/google-cloud-java/blob/d2f0bc64a53049040fe9c9d338b12fab3dd1ad6a/google-cloud-examples/src/main/java/com/google/cloud/examples/bigquery/snippets/BigQuerySnippets.java#L304-L310,1.3864921
how to get database table name,"public Table getTable(String datasetName, String tableName) {
    // [START ]
    Table table = bigquery.getTable(datasetName, tableName);
    // [END ]
    return table;
  }",BigQuerySnippets.getTable,https://github.com/googleapis/google-cloud-java/blob/d2f0bc64a53049040fe9c9d338b12fab3dd1ad6a/google-cloud-examples/src/main/java/com/google/cloud/examples/bigquery/snippets/BigQuerySnippets.java#L292-L297,1.3787851
how to get database table name,"private String getMetadataTableName(String id) {
        return getQualifiedTableName(INTERNAL_SCOPE_NAME, getScope(), getName(), String.format(METADATA_TABLE, id));
    }",PravegaTablesStream.getMetadataTableName,https://github.com/pravega/pravega/blob/6e24df7470669b3956a07018f52b2c6b3c2a3503/controller/src/main/java/io/pravega/controller/store/stream/PravegaTablesStream.java#L145-L147,1.3786821
how to get database table name,"@Override
    public Table getTable(String databaseName, String tableName)
            throws TException
    {
        return client.get_table(databaseName, tableName);
    }",ThriftHiveMetastoreClient.getTable,https://github.com/prestodb/presto/blob/89de5e379d8f85e139d292b0add8c537a2a01a88/presto-hive/src/main/java/com/facebook/presto/hive/metastore/thrift/ThriftHiveMetastoreClient.java#L144-L149,1.3780262
how to get database table name,"protected Table getTableFromDB(String tableName) {
        Table table = m_db.getTables().getExact(tableName);
        return table;
    }",AbstractParsedStmt.getTableFromDB,https://github.com/VoltDB/voltdb/blob/8afc1031e475835344b5497ea9e7203bc95475ac/src/frontend/org/voltdb/planner/AbstractParsedStmt.java#L1651-L1654,1.3778101
how to get database table name,"private Path getTableMetadataDirectory(String databaseName, String tableName)
    {
        return new Path(getDatabaseMetadataDirectory(databaseName), tableName);
    }",FileHiveMetastore.getTableMetadataDirectory,https://github.com/prestodb/presto/blob/89de5e379d8f85e139d292b0add8c537a2a01a88/presto-hive/src/main/java/com/facebook/presto/hive/metastore/file/FileHiveMetastore.java#L1027-L1030,1.3767512
how to get database table name,"public String getTableName(int column) throws SQLException {

        checkColumn(column);

        String name = resultMetaData.columns[--column].getTableNameString();

        return name == null ? """"
                            : name;
    }",JDBCResultSetMetaData.getTableName,https://github.com/VoltDB/voltdb/blob/8afc1031e475835344b5497ea9e7203bc95475ac/src/hsqldb19b3/org/hsqldb_voltpatches/jdbc/JDBCResultSetMetaData.java#L605-L613,1.3761837
how to get database table name,"public Table getTable(String tableName) {
    // [START ]
    Table table = dataset.get(tableName);
    // [END ]
    return table;
  }",DatasetSnippets.getTable,https://github.com/googleapis/google-cloud-java/blob/d2f0bc64a53049040fe9c9d338b12fab3dd1ad6a/google-cloud-examples/src/main/java/com/google/cloud/examples/bigquery/snippets/DatasetSnippets.java#L111-L116,1.3749143
how to get database table name,"public Table getTable(String name) throws NoRowException, SQLException {
		Table table = getTables().get(name);
		if(table==null) throw new NoRowException();
		return table;
	}",Schema.getTable,https://github.com/aoindustries/ao-dbc/blob/0185471bdbcf6ef3c3557dc059e1981641fd30b6/src/main/java/com/aoindustries/dbc/meta/Schema.java#L111-L115,1.3744217
how to get database table name,"@Override
    public Optional<Table> getTable(String databaseName, String tableName)
    {
        return get(tableCache, hiveTableName(databaseName, tableName));
    }",CachingHiveMetastore.getTable,https://github.com/prestodb/presto/blob/89de5e379d8f85e139d292b0add8c537a2a01a88/presto-hive/src/main/java/com/facebook/presto/hive/metastore/CachingHiveMetastore.java#L261-L265,1.3739331
deserialize json,"@Override
    protected Reader deserialize(InputStream stream, Charset charset) {
        return new InputStreamReader(stream, charset);
    }",ReaderDeserializer.deserialize,https://github.com/codegist/crest/blob/e99ba7728b27d2ddb2c247261350f1b6fa7a6698/core/src/main/java/org/codegist/crest/serializer/ReaderDeserializer.java#L36-L39,1.1604806
deserialize json,"@Override
  public Character readObject(InRawH3 is, InH3Amp in)
  {
    return new Character((char) is.readLong());
  }",SerializerH3Character.readObject,https://github.com/baratine/baratine/blob/db34b45c03c5a5e930d8142acc72319125569fcf/kraken/src/main/java/com/caucho/v5/h3/ser/SerializerH3Character.java#L43-L47,1.1591003
deserialize json,"@Override
  public Character deserialize(SerialReader buffer) throws IOException {
    final byte[] bytes = new byte[BYTES];
    buffer.read(bytes);
    return fromBytes(bytes, 0);
  }",CharacterSerializer.deserialize,https://github.com/udoprog/tiny-serializer-java/blob/e2a7d9e7eb9125a51a17ba3abad0b291a97f9c6f/tiny-serializer-core/src/main/java/eu/toolchain/serializer/primitive/CharacterSerializer.java#L18-L23,1.1560936
deserialize json,"@Override
	public T deserialize(byte[] bytes) throws SerializationException {
		String jsonString = new String(bytes);
		return (T) parser.parse(jsonString);
	}",GsonRedisSerializer.deserialize,https://github.com/bq-development/lib-ws/blob/2a32235adcbcea961a9b6bc6ebce2629896d177b/src/main/java/io/corbel/lib/ws/redis/GsonRedisSerializer.java#L21-L25,1.1557832
deserialize json,"@Override
	public Character deserialize(InputStream in) throws IOException {
		IoUtils.readFully(in, buffer, 0, 2);
		return IoUtils.bufferToChar(buffer);
	}",CharacterSerializer.deserialize,https://github.com/aoindustries/aocode-public/blob/c7bc1d08aee1d02dfaeeb1421fad21aca1aad4c3/src/main/java/com/aoindustries/util/persistent/CharacterSerializer.java#L62-L66,1.1556841
deserialize json,"@Override
    public SourceRequest deserialize(JsonParser jp, DeserializationContext ctxt) throws IOException, JsonProcessingException {
        return deserialize(jp, ctxt, new SourceRequest());
    }",SourceRequestDeserializer.deserialize,https://github.com/dynjs/dynjs/blob/4bc6715eff8768f8cd92c6a167d621bbfc1e1a91/src/main/java/org/dynjs/debugger/agent/serializers/SourceRequestDeserializer.java#L22-L25,1.1552535
deserialize json,"@Override
	public Character deserialize(Character reuse, DataInputView source) throws IOException {
		return deserialize(source);
	}",CharSerializer.deserialize,https://github.com/apache/flink/blob/b62db93bf63cb3bb34dd03d611a779d9e3fc61ac/flink-core/src/main/java/org/apache/flink/api/common/typeutils/base/CharSerializer.java#L77-L80,1.155113
deserialize json,"@Override
    public JsonElement deserialize(JsonElement je, Type type, JsonDeserializationContext jdc) throws JsonParseException {
        return je;
    }",JsonElementDeserializer.deserialize,https://github.com/tumblr/jumblr/blob/373629fd545defb016e227ea758f092507fbd624/src/main/java/com/tumblr/jumblr/responses/JsonElementDeserializer.java#L15-L18,1.1548076
deserialize json,"@Override
  public T deserialize(InputStream source) throws IOException {
    return gson.fromJson(new InputStreamReader(source, ENCODING), clazz);
  }",JsonCodec.deserialize,https://github.com/twitter/finagle/blob/872be5f2b147fa50351bdbf08b003a26745e1df8/finagle-serversets/src/main/java/com/twitter/finagle/common/io/JsonCodec.java#L105-L108,1.1547276
deserialize json,"@Override
	public Character deserialize(Character reuse, DataInputView source) throws IOException {
		return Character.valueOf(source.readChar());
	}",CharSerializer.deserialize,https://github.com/stratosphere/stratosphere/blob/c543a08f9676c5b2b0a7088123bd6e795a8ae0c8/stratosphere-core/src/main/java/eu/stratosphere/api/common/typeutils/base/CharSerializer.java#L63-L66,1.1546748
find int in string,"private static int findString(String string, String after) {
        return CharScanner.findChars(FastStringUtils.toCharArray(after),
                FastStringUtils.toCharArray(string));
    }",StringScanner.findString,https://github.com/boonproject/boon/blob/9bc6870dbe5dd58c45c18d8edb493e8efc089463/boon/src/main/java/org/boon/StringScanner.java#L302-L305,1.3085623
find int in string,"public static int findString(String matchString, int startIndex, char[] line) {
        return findChars(FastStringUtils.toCharArray(matchString), startIndex, line);
    }",CharScanner.findString,https://github.com/boonproject/boon/blob/9bc6870dbe5dd58c45c18d8edb493e8efc089463/boon/src/main/java/org/boon/primitive/CharScanner.java#L1617-L1619,1.303964
find int in string,"public static int search(CharSequence chars, char c) {
        int count = 0;
        for (int i = 0; i < chars.length(); i++) {
            if (chars.charAt(i) == c) {
                count++;
            }
        }
        return count;
    }",StringUtils.search,https://github.com/aspectran/aspectran/blob/2d758a2a28b71ee85b42823c12dc44674d7f2c70/core/src/main/java/com/aspectran/core/util/StringUtils.java#L572-L580,1.2913156
